city,state,latitude,longitude,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,risk_score
Chennai,Tamil Nadu,12.921864,80.109281,5,Saturday,1,highway,4,1,fog,low,18,high,overspeeding,fatal,3,3,0,0.85
Pune,Maharashtra,18.405269,73.883495,4,Saturday,1,highway,5,1,clear,high,24,low,weather,minor,4,4,0,0.1
Bangalore,Karnataka,13.190834,77.701221,13,Friday,0,rural,5,1,rain,medium,31,low,poor road,fatal,1,1,0,0.45
Chennai,Tamil Nadu,12.910292,80.107992,10,Tuesday,0,urban,4,1,fog,low,38,medium,weather,minor,4,0,1,0.6
Delhi,Delhi,28.874955,77.188109,20,Thursday,0,urban,1,1,clear,high,19,low,poor road,major,2,1,0,0.1
Delhi,Delhi,28.712209,76.95021,20,Sunday,1,urban,2,1,fog,low,40,medium,drunk driving,minor,5,3,0,0.45
Mumbai,Maharashtra,19.08509,72.836426,4,Thursday,0,urban,3,0,rain,medium,30,medium,overspeeding,minor,4,3,0,0.25
Pune,Maharashtra,18.443897,73.724557,11,Thursday,0,highway,6,0,rain,medium,33,low,overspeeding,minor,5,0,0,0.25
Pune,Maharashtra,18.553651,73.930166,1,Tuesday,0,highway,1,0,fog,low,15,high,weather,fatal,3,3,0,0.85
Chennai,Tamil Nadu,13.162327,80.130708,9,Sunday,1,rural,6,1,fog,low,39,high,distraction,major,5,0,1,0.9
Hyderabad,Telangana,17.201306,78.331523,14,Saturday,1,urban,5,1,rain,low,32,low,weather,major,1,0,0,0.45
Chennai,Tamil Nadu,12.841982,80.290927,8,Sunday,1,urban,3,1,fog,low,37,medium,poor road,major,4,0,1,0.6
Hyderabad,Telangana,17.477936,78.518709,6,Wednesday,0,highway,1,1,rain,low,15,low,distraction,minor,5,5,0,0.45
Mumbai,Maharashtra,18.919851,72.916562,14,Friday,0,urban,3,1,rain,medium,28,medium,overspeeding,major,4,2,0,0.25
Bangalore,Karnataka,12.815839,77.581689,22,Saturday,1,urban,4,0,fog,low,22,low,distraction,major,5,0,0,0.45
Kolkata,West Bengal,22.513064,88.387367,15,Friday,0,rural,2,1,clear,high,40,high,weather,fatal,3,3,0,0.5
Kolkata,West Bengal,22.659208,88.393085,0,Monday,0,highway,1,0,rain,medium,23,medium,overspeeding,fatal,4,4,0,0.55
Delhi,Delhi,28.407504,76.963316,12,Sunday,1,urban,5,1,fog,low,16,low,poor road,minor,1,1,0,0.45
Mumbai,Maharashtra,19.200669,72.940437,16,Tuesday,0,urban,6,1,clear,high,33,high,overspeeding,minor,4,2,0,0.3
Pune,Maharashtra,18.488533,73.997988,3,Friday,0,rural,4,1,fog,low,23,high,poor road,minor,3,3,0,0.75
Mumbai,Maharashtra,19.249909,72.955355,3,Friday,0,rural,6,1,clear,high,32,low,distraction,major,3,0,0,0.1
Chandigarh,Punjab,30.690244,76.793471,22,Monday,0,highway,6,0,fog,low,40,low,overspeeding,minor,3,0,0,0.45
Kolkata,West Bengal,22.518984,88.222712,2,Thursday,0,urban,3,0,rain,medium,27,low,weather,minor,3,2,0,0.25
Delhi,Delhi,28.511279,76.849551,19,Friday,0,rural,1,1,fog,low,24,high,overspeeding,minor,3,1,1,0.8
Chennai,Tamil Nadu,13.100146,80.1443,2,Monday,0,urban,5,0,clear,high,20,low,poor road,major,1,0,0,0.1
Kolkata,West Bengal,22.611632,88.208314,20,Friday,0,highway,6,0,clear,high,39,high,overspeeding,major,1,0,0,0.3
Bangalore,Karnataka,13.091702,77.446204,14,Friday,0,rural,5,0,rain,low,27,low,overspeeding,minor,4,2,0,0.45
Mumbai,Maharashtra,18.988322,72.803142,9,Monday,0,highway,2,0,fog,low,17,medium,distraction,major,4,0,1,0.6
Mumbai,Maharashtra,19.255576,72.785811,20,Sunday,1,rural,1,0,clear,high,20,high,weather,minor,4,2,0,0.3
Delhi,Delhi,28.80738,77.060742,21,Sunday,1,highway,3,1,rain,medium,21,medium,weather,minor,1,0,0,0.25
Kolkata,West Bengal,22.49778,88.233955,7,Thursday,0,highway,6,0,rain,low,27,high,distraction,minor,1,0,0,0.65
Mumbai,Maharashtra,18.938481,72.72616,2,Friday,0,urban,6,1,fog,low,20,low,poor road,minor,2,0,0,0.45
Bangalore,Karnataka,13.042361,77.68389,22,Tuesday,0,highway,6,1,rain,low,29,medium,weather,minor,5,2,0,0.45
Hyderabad,Telangana,17.288513,78.477871,1,Monday,0,highway,3,1,clear,high,32,low,weather,minor,1,0,0,0.1
Pune,Maharashtra,18.59448,73.996688,12,Sunday,1,urban,5,0,clear,high,39,medium,distraction,minor,2,0,0,0.1
Pune,Maharashtra,18.626055,73.702231,17,Sunday,1,highway,3,0,fog,low,18,high,overspeeding,fatal,4,4,1,1.0
Chandigarh,Punjab,30.665937,76.784374,11,Sunday,1,urban,5,1,rain,low,39,low,weather,minor,3,2,0,0.45
Bangalore,Karnataka,13.199639,77.670299,21,Thursday,0,urban,2,0,fog,low,21,medium,drunk driving,fatal,3,3,0,0.65
Hyderabad,Telangana,17.462018,78.425421,20,Wednesday,0,highway,1,1,clear,high,21,medium,drunk driving,minor,2,0,0,0.2
Pune,Maharashtra,18.433308,73.847208,5,Friday,0,urban,1,1,rain,low,15,high,overspeeding,major,5,2,0,0.65
Pune,Maharashtra,18.622524,73.872316,5,Friday,0,urban,4,1,fog,low,22,high,weather,minor,4,4,0,0.65
Kolkata,West Bengal,22.455358,88.216671,21,Tuesday,0,highway,3,0,rain,low,32,low,drunk driving,major,5,1,0,0.45
Delhi,Delhi,28.575224,77.242263,14,Wednesday,0,urban,4,1,rain,medium,27,medium,overspeeding,minor,4,1,0,0.25
Bangalore,Karnataka,13.057744,77.641117,8,Friday,0,urban,3,0,fog,low,33,high,distraction,minor,5,2,1,0.8
Chandigarh,Punjab,30.614629,76.711503,19,Monday,0,highway,1,0,rain,medium,33,high,distraction,minor,2,2,1,0.6
Pune,Maharashtra,18.630039,73.966122,3,Sunday,1,highway,3,1,fog,low,30,low,weather,minor,4,2,0,0.45
Mumbai,Maharashtra,19.10185,72.744534,12,Thursday,0,highway,2,0,fog,low,39,medium,overspeeding,minor,1,1,0,0.45
Bangalore,Karnataka,12.801127,77.486225,20,Friday,0,urban,1,0,clear,high,33,low,overspeeding,minor,5,2,0,0.1
Hyderabad,Telangana,17.211284,78.236491,4,Thursday,0,urban,3,1,rain,low,15,low,drunk driving,minor,4,0,0,0.45
Pune,Maharashtra,18.48858,73.854698,19,Thursday,0,urban,2,0,clear,high,34,high,overspeeding,minor,4,2,1,0.45
Hyderabad,Telangana,17.362019,78.461729,4,Monday,0,rural,3,1,rain,low,20,low,overspeeding,fatal,2,2,0,0.65
Kolkata,West Bengal,22.498946,88.356007,23,Monday,0,urban,1,1,rain,medium,37,high,distraction,minor,2,2,0,0.45
Hyderabad,Telangana,17.532944,78.324133,0,Saturday,1,rural,6,0,clear,high,31,low,drunk driving,major,4,3,0,0.1
Bangalore,Karnataka,13.18294,77.458165,20,Wednesday,0,urban,6,1,rain,low,19,medium,weather,minor,5,1,0,0.45
Pune,Maharashtra,18.677273,73.806735,10,Friday,0,highway,5,1,rain,medium,23,high,weather,minor,5,2,1,0.6
Chennai,Tamil Nadu,12.92393,80.273705,11,Thursday,0,rural,3,1,rain,medium,36,medium,distraction,minor,4,2,0,0.25
Delhi,Delhi,28.560164,77.001988,14,Friday,0,highway,1,0,rain,medium,22,medium,weather,minor,2,0,0,0.25
Kolkata,West Bengal,22.579246,88.210211,15,Tuesday,0,highway,3,1,rain,medium,37,low,overspeeding,major,3,2,0,0.25
Pune,Maharashtra,18.440568,73.995355,4,Sunday,1,rural,1,1,clear,high,35,low,weather,minor,2,2,0,0.1
Hyderabad,Telangana,17.223258,78.390666,18,Monday,0,highway,5,0,fog,low,38,high,weather,fatal,2,2,1,1.0
Chennai,Tamil Nadu,12.934501,80.248979,13,Thursday,0,highway,3,1,fog,low,24,medium,drunk driving,minor,1,0,0,0.45
Pune,Maharashtra,18.453121,73.775731,6,Thursday,0,highway,1,0,rain,medium,16,high,weather,minor,5,4,0,0.45
Bangalore,Karnataka,13.087182,77.525891,1,Thursday,0,rural,2,1,fog,low,33,low,drunk driving,minor,5,5,0,0.45
Kolkata,West Bengal,22.590631,88.2662,8,Wednesday,0,rural,1,0,fog,low,32,medium,overspeeding,minor,1,1,1,0.6
Delhi,Delhi,28.648348,77.091929,1,Tuesday,0,urban,5,0,clear,high,33,low,overspeeding,minor,3,2,0,0.1
Chennai,Tamil Nadu,13.179835,80.26885,0,Friday,0,highway,1,0,clear,high,15,low,distraction,major,4,3,0,0.1
Chandigarh,Punjab,30.642822,76.782783,5,Tuesday,0,urban,3,1,clear,high,27,low,poor road,fatal,3,3,0,0.3
Chandigarh,Punjab,30.776863,76.760152,21,Saturday,1,urban,6,1,clear,high,25,medium,weather,major,2,0,0,0.1
Kolkata,West Bengal,22.41853,88.43067,4,Saturday,1,highway,6,0,fog,low,31,low,poor road,major,4,3,0,0.45
Bangalore,Karnataka,12.850234,77.706976,23,Sunday,1,highway,3,0,clear,high,15,high,poor road,fatal,3,3,0,0.5
Chandigarh,Punjab,30.67804,76.789239,17,Saturday,1,urban,2,1,rain,low,36,high,overspeeding,fatal,4,4,1,1.0
Delhi,Delhi,28.871571,77.293179,6,Monday,0,highway,3,0,rain,medium,24,medium,weather,major,1,1,0,0.25
Mumbai,Maharashtra,19.190457,72.951637,14,Monday,0,urban,4,1,clear,high,16,medium,distraction,minor,3,1,0,0.1
Kolkata,West Bengal,22.457559,88.454707,18,Wednesday,0,highway,4,1,rain,medium,15,high,weather,minor,2,1,1,0.6
Kolkata,West Bengal,22.411524,88.405967,8,Tuesday,0,urban,4,0,clear,high,36,low,weather,major,1,0,1,0.25
Bangalore,Karnataka,12.85089,77.473786,7,Sunday,1,highway,1,1,rain,low,24,medium,poor road,minor,1,1,0,0.45
Delhi,Delhi,28.580941,77.155007,16,Wednesday,0,highway,3,1,fog,low,23,medium,drunk driving,fatal,5,5,0,0.65
Pune,Maharashtra,18.45806,73.799707,11,Monday,0,highway,4,0,rain,medium,34,low,overspeeding,major,1,0,0,0.25
Delhi,Delhi,28.667227,77.286183,20,Tuesday,0,urban,2,0,clear,high,18,low,drunk driving,minor,2,1,0,0.1
Hyderabad,Telangana,17.433428,78.262861,13,Friday,0,urban,6,0,rain,low,17,low,overspeeding,minor,3,2,0,0.45
Kolkata,West Bengal,22.487463,88.316354,23,Friday,0,urban,1,0,rain,low,39,medium,poor road,minor,5,1,0,0.45
Mumbai,Maharashtra,19.158742,72.942709,19,Friday,0,urban,2,0,fog,low,35,high,poor road,major,2,2,1,0.8
Chennai,Tamil Nadu,12.870341,80.234878,20,Friday,0,highway,1,0,rain,medium,26,high,drunk driving,minor,1,0,0,0.45
Pune,Maharashtra,18.528097,73.756334,17,Thursday,0,highway,5,1,fog,low,25,high,poor road,minor,3,3,1,0.8
Bangalore,Karnataka,13.079258,77.639081,16,Monday,0,highway,2,1,clear,high,23,medium,poor road,minor,2,2,0,0.1
Kolkata,West Bengal,22.640413,88.432098,19,Monday,0,rural,2,1,fog,low,25,high,poor road,minor,1,1,1,0.8
Chennai,Tamil Nadu,13.075441,80.106417,14,Tuesday,0,highway,6,0,rain,low,40,low,overspeeding,minor,5,0,0,0.45
Kolkata,West Bengal,22.439856,88.290098,15,Friday,0,highway,3,1,rain,low,37,high,distraction,minor,2,2,0,0.65
Mumbai,Maharashtra,19.093738,72.715586,21,Wednesday,0,highway,2,1,rain,low,30,high,drunk driving,minor,5,0,0,0.65
Hyderabad,Telangana,17.430327,78.499567,1,Friday,0,urban,6,1,fog,low,26,low,drunk driving,major,4,3,0,0.45
Mumbai,Maharashtra,19.114869,72.96965,3,Saturday,1,urban,1,0,fog,low,23,low,weather,minor,2,0,0,0.45
Mumbai,Maharashtra,18.909056,72.802092,4,Saturday,1,rural,3,0,rain,low,34,low,poor road,minor,3,3,0,0.45
Chennai,Tamil Nadu,12.874527,80.132909,2,Tuesday,0,urban,1,0,clear,high,17,low,weather,fatal,1,1,0,0.3
Hyderabad,Telangana,17.373393,78.527976,10,Monday,0,rural,4,0,rain,medium,28,high,overspeeding,fatal,3,3,1,0.8
Kolkata,West Bengal,22.594824,88.389935,17,Saturday,1,highway,4,0,clear,high,16,medium,drunk driving,minor,1,0,1,0.25
Kolkata,West Bengal,22.628003,88.222319,7,Sunday,1,rural,4,1,rain,low,22,low,drunk driving,minor,3,1,0,0.45
Mumbai,Maharashtra,18.954411,72.873368,5,Tuesday,0,urban,3,1,clear,high,25,low,overspeeding,minor,5,5,0,0.1
Kolkata,West Bengal,22.414716,88.203795,14,Saturday,1,rural,3,0,fog,low,16,high,poor road,major,5,3,0,0.65
Mumbai,Maharashtra,19.233322,72.999417,15,Monday,0,urban,6,1,clear,high,16,low,drunk driving,minor,4,3,0,0.1
Pune,Maharashtra,18.449114,73.859668,12,Monday,0,rural,3,1,fog,low,23,high,drunk driving,minor,1,0,0,0.65
Delhi,Delhi,28.548396,76.937437,6,Thursday,0,urban,4,1,clear,high,23,medium,weather,minor,1,0,0,0.1
Bangalore,Karnataka,13.111772,77.466081,9,Thursday,0,rural,3,0,fog,low,40,low,overspeeding,minor,2,1,1,0.6
Bangalore,Karnataka,12.910984,77.565888,14,Wednesday,0,urban,6,1,rain,medium,38,medium,overspeeding,minor,4,4,0,0.25
Kolkata,West Bengal,22.524225,88.337303,8,Sunday,1,highway,4,0,fog,low,16,high,drunk driving,major,5,3,1,0.8
Bangalore,Karnataka,12.991136,77.414051,13,Saturday,1,highway,3,1,rain,low,36,high,drunk driving,minor,4,0,0,0.65
Pune,Maharashtra,18.667367,73.882298,19,Saturday,1,urban,4,1,fog,low,16,high,drunk driving,major,1,1,1,0.8
Delhi,Delhi,28.874039,76.996286,21,Tuesday,0,rural,4,0,fog,low,34,medium,poor road,fatal,4,4,0,0.65
Chandigarh,Punjab,30.644394,76.863646,1,Saturday,1,urban,1,0,fog,low,23,low,distraction,minor,4,3,0,0.45
Delhi,Delhi,28.769427,77.071058,2,Thursday,0,urban,5,1,rain,medium,28,low,poor road,minor,1,1,0,0.25
Bangalore,Karnataka,12.983303,77.593883,23,Tuesday,0,rural,5,0,clear,high,16,high,weather,minor,2,2,0,0.3
Kolkata,West Bengal,22.661025,88.278614,6,Monday,0,rural,1,0,clear,high,36,low,weather,fatal,3,3,0,0.3
Hyderabad,Telangana,17.501525,78.410662,1,Saturday,1,highway,2,0,fog,low,39,low,distraction,minor,2,2,0,0.45
Chennai,Tamil Nadu,12.996671,80.291629,7,Wednesday,0,highway,6,0,fog,low,35,medium,overspeeding,major,3,1,0,0.45
Pune,Maharashtra,18.680366,73.768982,12,Saturday,1,highway,2,0,clear,high,33,high,weather,major,2,0,0,0.3
Chandigarh,Punjab,30.684507,76.861227,23,Monday,0,urban,5,0,rain,low,18,low,poor road,major,4,0,0,0.45
Bangalore,Karnataka,13.15741,77.785702,11,Friday,0,rural,6,0,fog,low,30,medium,poor road,fatal,4,4,0,0.65
Hyderabad,Telangana,17.274787,78.236324,2,Saturday,1,highway,1,1,fog,low,35,medium,weather,minor,3,3,0,0.45
Kolkata,West Bengal,22.652583,88.217718,16,Monday,0,urban,2,1,fog,low,34,high,drunk driving,major,3,2,0,0.65
Delhi,Delhi,28.567853,77.271574,15,Sunday,1,urban,5,0,clear,high,39,high,poor road,fatal,3,3,0,0.5
Mumbai,Maharashtra,19.228033,72.885382,11,Thursday,0,urban,2,1,clear,high,19,medium,overspeeding,major,1,0,0,0.1
Mumbai,Maharashtra,18.939963,72.747371,17,Wednesday,0,rural,3,0,fog,low,24,medium,weather,minor,1,1,1,0.6
Hyderabad,Telangana,17.209236,78.240672,21,Sunday,1,highway,4,0,clear,high,17,high,drunk driving,major,4,2,0,0.3
Chandigarh,Punjab,30.735411,76.894704,5,Friday,0,rural,3,1,fog,low,38,low,drunk driving,major,5,2,0,0.45
Delhi,Delhi,28.661996,77.287218,10,Thursday,0,urban,1,1,fog,low,36,high,overspeeding,major,4,3,1,0.8
Delhi,Delhi,28.55407,77.069873,9,Monday,0,rural,6,1,clear,high,15,medium,drunk driving,minor,1,1,1,0.25
Kolkata,West Bengal,22.411455,88.3314,22,Wednesday,0,highway,3,1,fog,low,35,low,overspeeding,major,4,4,0,0.45
Chennai,Tamil Nadu,12.931938,80.103706,3,Sunday,1,highway,1,0,rain,low,23,medium,poor road,major,3,3,0,0.45
Bangalore,Karnataka,12.979858,77.778002,18,Friday,0,urban,5,1,clear,high,26,high,weather,major,2,2,1,0.45
Chennai,Tamil Nadu,12.938495,80.115258,7,Tuesday,0,highway,2,0,clear,high,33,high,distraction,minor,5,5,0,0.3
Chennai,Tamil Nadu,12.84915,80.110328,10,Tuesday,0,urban,4,1,clear,high,19,low,drunk driving,major,1,1,1,0.25
Hyderabad,Telangana,17.3803,78.28955,7,Sunday,1,highway,1,0,clear,high,18,low,distraction,minor,5,0,0,0.1
Bangalore,Karnataka,12.915278,77.762998,11,Friday,0,urban,6,1,rain,low,21,low,drunk driving,major,3,2,0,0.45
Chandigarh,Punjab,30.706785,76.868409,2,Friday,0,urban,1,1,rain,low,31,low,overspeeding,minor,3,2,0,0.45
Kolkata,West Bengal,22.4391,88.474572,13,Wednesday,0,highway,5,0,rain,medium,27,high,distraction,fatal,5,5,0,0.65
Mumbai,Maharashtra,18.969257,72.883974,0,Wednesday,0,rural,6,0,clear,high,20,medium,weather,minor,4,0,0,0.1
Pune,Maharashtra,18.464991,73.755697,16,Tuesday,0,highway,6,1,clear,high,30,low,poor road,minor,5,1,0,0.1
Pune,Maharashtra,18.469278,73.868989,12,Monday,0,urban,4,0,fog,low,22,low,overspeeding,minor,2,2,0,0.45
Chennai,Tamil Nadu,12.875314,80.169902,4,Monday,0,highway,3,0,rain,medium,28,low,overspeeding,major,1,0,0,0.25
Mumbai,Maharashtra,19.015367,72.719017,17,Sunday,1,rural,4,1,clear,high,30,high,weather,major,3,1,1,0.45
Hyderabad,Telangana,17.282171,78.552474,8,Tuesday,0,highway,2,1,fog,low,19,high,distraction,major,4,1,1,0.8
Pune,Maharashtra,18.465181,73.861849,4,Saturday,1,rural,5,1,clear,high,15,medium,distraction,minor,2,1,0,0.1
Kolkata,West Bengal,22.519539,88.329463,10,Friday,0,rural,2,1,rain,low,18,high,overspeeding,major,2,1,1,0.8
Delhi,Delhi,28.867544,77.106101,20,Thursday,0,urban,5,1,fog,low,37,high,poor road,minor,4,1,0,0.65
Hyderabad,Telangana,17.496882,78.413721,23,Sunday,1,urban,3,1,rain,medium,22,medium,weather,fatal,5,5,0,0.45
Chennai,Tamil Nadu,13.078691,80.282103,1,Monday,0,rural,4,0,clear,high,29,medium,drunk driving,major,1,1,0,0.1
Chandigarh,Punjab,30.787345,76.800384,17,Thursday,0,rural,3,0,clear,high,28,high,poor road,fatal,5,5,1,0.65
Hyderabad,Telangana,17.289808,78.396453,7,Saturday,1,rural,4,1,rain,low,28,low,overspeeding,minor,2,0,0,0.45
Bangalore,Karnataka,13.150589,77.589493,11,Monday,0,highway,1,1,rain,medium,22,high,distraction,major,2,0,0,0.45
Mumbai,Maharashtra,18.936856,72.851748,17,Thursday,0,highway,5,0,rain,medium,20,high,drunk driving,minor,3,2,1,0.6
Bangalore,Karnataka,13.181784,77.519103,10,Thursday,0,highway,2,1,rain,low,24,medium,overspeeding,minor,1,0,1,0.6
Kolkata,West Bengal,22.661751,88.218414,6,Monday,0,urban,1,1,fog,low,40,medium,overspeeding,major,3,0,0,0.45
Pune,Maharashtra,18.514217,73.982976,5,Tuesday,0,highway,4,1,clear,high,39,high,weather,major,1,0,0,0.3
Mumbai,Maharashtra,19.180606,72.991733,5,Friday,0,urban,2,0,fog,low,29,low,weather,minor,4,1,0,0.45
Kolkata,West Bengal,22.515048,88.441856,19,Thursday,0,highway,6,1,fog,low,17,high,weather,major,1,0,1,0.8
Chandigarh,Punjab,30.625646,76.82516,15,Sunday,1,rural,5,0,fog,low,20,low,drunk driving,fatal,5,5,0,0.65
Chennai,Tamil Nadu,13.134195,80.148608,20,Friday,0,rural,4,0,clear,high,35,medium,overspeeding,minor,5,0,0,0.1
Bangalore,Karnataka,12.809633,77.667295,20,Tuesday,0,urban,3,1,fog,low,33,medium,overspeeding,minor,3,0,0,0.45
Delhi,Delhi,28.860831,76.922046,7,Friday,0,rural,4,0,rain,low,29,low,weather,minor,5,5,0,0.45
Kolkata,West Bengal,22.556351,88.312302,8,Thursday,0,highway,5,1,clear,high,40,medium,overspeeding,minor,4,2,1,0.25
Kolkata,West Bengal,22.58225,88.414277,5,Monday,0,rural,4,0,fog,low,31,high,poor road,minor,2,2,0,0.65
Chandigarh,Punjab,30.694489,76.876853,17,Sunday,1,highway,6,0,rain,low,15,medium,poor road,minor,1,1,1,0.6
Bangalore,Karnataka,12.848145,77.645732,13,Tuesday,0,urban,3,0,fog,low,25,medium,weather,minor,1,0,0,0.45
Chennai,Tamil Nadu,13.009203,80.153276,15,Thursday,0,highway,6,1,fog,low,33,high,distraction,minor,4,3,0,0.65
Chandigarh,Punjab,30.763029,76.894207,11,Thursday,0,urban,4,1,rain,low,37,high,drunk driving,minor,2,1,0,0.65
Chandigarh,Punjab,30.748275,76.817815,17,Tuesday,0,rural,4,1,clear,high,39,high,poor road,minor,2,1,1,0.45
Chennai,Tamil Nadu,12.864929,80.248298,3,Monday,0,rural,4,0,clear,high,18,low,weather,minor,2,1,0,0.1
Chennai,Tamil Nadu,13.157939,80.191374,22,Tuesday,0,urban,4,1,rain,low,31,high,distraction,fatal,1,1,0,0.85
Pune,Maharashtra,18.585968,73.834621,17,Wednesday,0,highway,5,0,rain,low,17,medium,overspeeding,minor,4,1,1,0.6
Kolkata,West Bengal,22.421406,88.496621,12,Sunday,1,urban,6,0,fog,low,16,medium,weather,major,4,2,0,0.45
Chandigarh,Punjab,30.724333,76.870339,17,Sunday,1,urban,4,1,fog,low,29,high,drunk driving,major,1,0,1,0.8
Delhi,Delhi,28.834188,77.069603,7,Wednesday,0,rural,3,1,clear,high,21,medium,overspeeding,minor,1,1,0,0.1
Hyderabad,Telangana,17.208342,78.57584,22,Monday,0,highway,3,0,clear,high,36,low,weather,fatal,5,5,0,0.3
Pune,Maharashtra,18.479491,73.770169,9,Friday,0,urban,1,0,fog,low,33,high,overspeeding,major,3,0,1,0.8
Mumbai,Maharashtra,19.251089,72.742833,3,Tuesday,0,rural,6,1,clear,high,36,high,poor road,minor,4,2,0,0.3
Chandigarh,Punjab,30.771015,76.832493,2,Wednesday,0,rural,4,1,rain,medium,27,high,weather,major,3,0,0,0.45
Pune,Maharashtra,18.629017,73.79193,15,Monday,0,highway,3,0,rain,medium,40,medium,weather,minor,5,1,0,0.25
Chandigarh,Punjab,30.77661,76.80093,13,Wednesday,0,urban,1,0,fog,low,23,high,drunk driving,minor,5,0,0,0.65
Hyderabad,Telangana,17.412927,78.250166,11,Thursday,0,urban,2,0,rain,low,33,high,weather,major,5,0,0,0.65
Hyderabad,Telangana,17.294175,78.543223,17,Monday,0,highway,1,1,rain,medium,28,high,drunk driving,minor,2,2,1,0.6
Chandigarh,Punjab,30.744597,76.833463,20,Tuesday,0,highway,1,0,clear,high,26,medium,poor road,minor,2,2,0,0.1
Mumbai,Maharashtra,18.875352,72.76487,6,Sunday,1,rural,6,0,rain,medium,29,low,overspeeding,minor,4,2,0,0.25
Kolkata,West Bengal,22.636081,88.46059,23,Sunday,1,urban,6,0,fog,low,20,medium,distraction,major,2,0,0,0.45
Chandigarh,Punjab,30.727731,76.89217,21,Friday,0,rural,3,1,clear,high,36,high,drunk driving,minor,1,0,0,0.3
Delhi,Delhi,28.79398,76.915552,22,Wednesday,0,highway,6,0,clear,high,31,low,overspeeding,major,1,0,0,0.1
Bangalore,Karnataka,12.933967,77.47617,21,Saturday,1,rural,4,0,clear,high,38,high,drunk driving,major,4,0,0,0.3
Pune,Maharashtra,18.586933,73.949166,1,Friday,0,rural,4,1,rain,medium,24,medium,drunk driving,minor,3,3,0,0.25
Delhi,Delhi,28.685493,77.073968,19,Monday,0,highway,6,0,clear,high,26,medium,poor road,minor,5,5,1,0.25
Bangalore,Karnataka,12.802683,77.528514,2,Saturday,1,urban,2,1,fog,low,25,medium,drunk driving,minor,2,1,0,0.45
Delhi,Delhi,28.660972,76.850631,9,Sunday,1,rural,5,0,clear,high,25,medium,overspeeding,major,4,4,1,0.25
Chennai,Tamil Nadu,12.865392,80.256388,11,Sunday,1,urban,2,0,clear,high,35,medium,drunk driving,minor,5,4,0,0.1
Mumbai,Maharashtra,19.209029,72.90521,17,Wednesday,0,urban,1,1,clear,high,19,high,overspeeding,minor,3,1,1,0.45
Hyderabad,Telangana,17.404152,78.571699,21,Sunday,1,highway,2,1,fog,low,17,medium,distraction,major,2,0,0,0.45
Hyderabad,Telangana,17.413087,78.397475,21,Thursday,0,urban,3,1,clear,high,30,medium,poor road,minor,4,3,0,0.1
Hyderabad,Telangana,17.283562,78.288088,21,Monday,0,rural,3,1,clear,high,30,low,weather,minor,1,0,0,0.1
Bangalore,Karnataka,12.895156,77.790563,6,Friday,0,urban,4,1,fog,low,39,low,poor road,minor,5,5,0,0.45
Kolkata,West Bengal,22.59496,88.452433,4,Sunday,1,urban,4,1,rain,medium,30,low,weather,minor,3,3,0,0.25
Delhi,Delhi,28.600379,77.213847,0,Wednesday,0,highway,5,0,fog,low,25,medium,overspeeding,major,1,1,0,0.45
Chandigarh,Punjab,30.617126,76.854647,0,Sunday,1,urban,1,1,rain,medium,21,low,drunk driving,major,5,5,0,0.25
Delhi,Delhi,28.481511,76.981219,12,Wednesday,0,highway,6,1,fog,low,23,medium,drunk driving,fatal,4,4,0,0.65
Mumbai,Maharashtra,19.105672,72.849899,22,Friday,0,highway,1,1,fog,low,33,medium,weather,major,2,1,0,0.45
Bangalore,Karnataka,12.999339,77.58376,10,Sunday,1,rural,2,1,rain,low,21,medium,drunk driving,fatal,2,2,1,0.8
Chennai,Tamil Nadu,12.869058,80.103925,1,Wednesday,0,highway,2,0,clear,high,25,low,distraction,minor,2,1,0,0.1
Pune,Maharashtra,18.644755,73.927374,9,Sunday,1,rural,2,1,fog,low,16,high,overspeeding,minor,2,0,1,0.8
Kolkata,West Bengal,22.526786,88.386728,2,Friday,0,rural,2,1,rain,medium,33,low,overspeeding,major,3,1,0,0.25
Bangalore,Karnataka,12.988067,77.496614,13,Friday,0,urban,4,1,rain,medium,27,medium,drunk driving,major,3,0,0,0.25
Chandigarh,Punjab,30.764303,76.867407,11,Saturday,1,highway,2,0,fog,low,24,medium,poor road,minor,4,1,0,0.45
Bangalore,Karnataka,12.98049,77.400358,1,Monday,0,rural,2,1,rain,low,23,low,distraction,fatal,4,4,0,0.65
Chennai,Tamil Nadu,12.898931,80.202202,6,Thursday,0,rural,1,0,fog,low,23,high,distraction,major,4,2,0,0.65
Bangalore,Karnataka,13.163403,77.47946,5,Wednesday,0,urban,3,0,clear,high,32,high,distraction,major,5,5,0,0.3
Mumbai,Maharashtra,18.989713,72.702684,16,Wednesday,0,highway,5,0,rain,low,33,low,poor road,minor,4,0,0,0.45
Hyderabad,Telangana,17.323961,78.256075,17,Friday,0,rural,3,0,rain,medium,33,high,overspeeding,minor,3,2,1,0.6
Bangalore,Karnataka,13.093049,77.796727,18,Thursday,0,highway,2,0,rain,low,25,medium,distraction,major,4,2,1,0.6
Bangalore,Karnataka,12.976847,77.670169,1,Wednesday,0,urban,3,0,clear,high,31,medium,drunk driving,minor,4,1,0,0.1
Chennai,Tamil Nadu,13.079684,80.200687,22,Tuesday,0,rural,1,1,fog,low,15,medium,weather,minor,3,1,0,0.45
